年月,店舗名,店舗表示順,レート区分,台数,店舗全体台数,台数シェア,売上合計_千円,店舗全体売上_千円,売上シェア,補粗利合計,店舗全体補粗利,補粗利シェア,売上差_pt,補粗利差_pt,平均差_pt,判定,優先度
2026-02,佐世保南店,57,4円超P,251,818,30.7,189189,546139,34.6,50137020,117899241,42.5,4.0,11.8,7.9,不足,高
2026-02,佐世保南店,57,1円P,179,818,21.9,53924,546139,9.9,13581048,117899241,11.5,-12.0,-10.4,-11.2,過剰,高
2026-02,佐世保南店,57,1円未満P,0,818,0.0,0,546139,0.0,0,117899241,0.0,0.0,0.0,0.0,適正,低
2026-02,佐世保南店,57,20円超S,352,818,43.0,289813,546139,53.1,51356025,117899241,43.6,10.0,0.5,5.3,要確認,高
2026-02,佐世保南店,57,5円S,36,818,4.4,13214,546139,2.4,2825148,117899241,2.4,-2.0,-2.0,-2.0,適正,低
2026-02,佐世保南店,57,5円未満S,0,818,0.0,0,546139,0.0,0,117899241,0.0,0.0,0.0,0.0,適正,低
2026-02,大村店,58,4円超P,200,738,27.1,147283,450665,32.7,31668980,77936830,40.6,5.6,13.5,9.6,不足,高
2026-02,大村店,58,1円P,206,738,27.9,47804,450665,10.6,10897231,77936830,14.0,-17.3,-13.9,-15.6,過剰,高
2026-02,大村店,58,1円未満P,0,738,0.0,0,450665,0.0,0,77936830,0.0,0.0,0.0,0.0,適正,低
2026-02,大村店,58,20円超S,275,738,37.3,240183,450665,53.3,32505087,77936830,41.7,16.0,4.4,10.2,不足,高
2026-02,大村店,58,5円S,57,738,7.7,15395,450665,3.4,2865532,77936830,3.7,-4.3,-4.0,-4.2,過剰,中
2026-02,大村店,58,5円未満S,0,738,0.0,0,450665,0.0,0,77936830,0.0,0.0,0.0,0.0,適正,低
2026-02,諫早店,59,4円超P,316,1195,26.4,186746,592993,31.5,51870347,116638888,44.5,5.0,18.0,11.5,不足,高
2026-02,諫早店,59,1円P,319,1195,26.7,75855,592993,12.8,17530910,116638888,15.0,-13.9,-11.7,-12.8,過剰,高
2026-02,諫早店,59,1円未満P,0,1195,0.0,0,592993,0.0,0,116638888,0.0,0.0,0.0,0.0,適正,低
2026-02,諫早店,59,20円超S,480,1195,40.2,303035,592993,51.1,42363501,116638888,36.3,10.9,-3.8,3.5,要確認,高
2026-02,諫早店,59,5円S,80,1195,6.7,27356,592993,4.6,4874130,116638888,4.2,-2.1,-2.5,-2.3,適正,低
2026-02,諫早店,59,5円未満S,0,1195,0.0,0,592993,0.0,0,116638888,0.0,0.0,0.0,0.0,適正,低
2026-02,長与店,60,4円超P,251,843,29.8,124040,480012,25.8,30052762,92973440,32.3,-3.9,2.5,-0.7,要確認,中
2026-02,長与店,60,1円P,212,843,25.1,62856,480012,13.1,15612872,92973440,16.8,-12.1,-8.4,-10.2,過剰,高
2026-02,長与店,60,1円未満P,0,843,0.0,0,480012,0.0,0,92973440,0.0,0.0,0.0,0.0,適正,低
2026-02,長与店,60,20円超S,349,843,41.4,278837,480012,58.1,44496270,92973440,47.9,16.7,6.5,11.6,不足,高
2026-02,長与店,60,5円S,31,843,3.7,14279,480012,3.0,2811536,92973440,3.0,-0.7,-0.7,-0.7,適正,低
2026-02,長与店,60,5円未満S,0,843,0.0,0,480012,0.0,0,92973440,0.0,0.0,0.0,0.0,適正,低
2026-02,女神店,61,4円超P,399,1276,31.3,197054,670494,29.4,48349192,143795273,33.6,-1.9,2.4,0.2,適正,低
2026-02,女神店,61,1円P,317,1276,24.8,87734,670494,13.1,21338744,143795273,14.8,-11.8,-10.0,-10.9,過剰,高
2026-02,女神店,61,1円未満P,0,1276,0.0,0,670494,0.0,0,143795273,0.0,0.0,0.0,0.0,適正,低
2026-02,女神店,61,20円超S,480,1276,37.6,360759,670494,53.8,69201182,143795273,48.1,16.2,10.5,13.3,不足,高
2026-02,女神店,61,5円S,80,1276,6.3,24948,670494,3.7,4906155,143795273,3.4,-2.5,-2.9,-2.7,適正,低
2026-02,女神店,61,5円未満S,0,1276,0.0,0,670494,0.0,0,143795273,0.0,0.0,0.0,0.0,適正,低
2026-02,大分本店,62,4円超P,264,998,26.5,58391,333784,17.5,15013143,58405515,25.7,-9.0,-0.7,-4.9,要確認,高
2026-02,大分本店,62,1円P,262,998,26.3,58564,333784,17.5,12649559,58405515,21.7,-8.7,-4.6,-6.7,過剰,高
2026-02,大分本店,62,1円未満P,0,998,0.0,0,333784,0.0,0,58405515,0.0,0.0,0.0,0.0,適正,低
2026-02,大分本店,62,20円超S,346,998,34.7,180769,333784,54.2,23593715,58405515,40.4,19.5,5.7,12.6,不足,高
2026-02,大分本店,62,5円S,85,998,8.5,28548,333784,8.6,5630008,58405515,9.6,0.0,1.1,0.6,適正,低
2026-02,大分本店,62,5円未満S,40,998,4.0,7512,333784,2.3,1519090,58405515,2.6,-1.8,-1.4,-1.6,適正,低
2026-02,南大分店,63,4円超P,336,998,33.7,170047,509968,33.3,32780166,84674628,38.7,-0.3,5.0,2.4,要確認,中
2026-02,南大分店,63,1円P,262,998,26.3,61120,509968,12.0,11629462,84674628,13.7,-14.3,-12.5,-13.4,過剰,高
2026-02,南大分店,63,1円未満P,0,998,0.0,0,509968,0.0,0,84674628,0.0,0.0,0.0,0.0,適正,低
2026-02,南大分店,63,20円超S,366,998,36.7,267261,509968,52.4,38318145,84674628,45.3,15.7,8.6,12.2,不足,高
2026-02,南大分店,63,5円S,35,998,3.5,11541,509968,2.3,1946855,84674628,2.3,-1.2,-1.2,-1.2,適正,低
2026-02,南大分店,63,5円未満S,0,998,0.0,0,509968,0.0,0,84674628,0.0,0.0,0.0,0.0,適正,低
2026-02,日向店,64,4円超P,315,997,31.6,167279,485842,34.4,29935618,83591489,35.8,2.8,4.2,3.5,要確認,中
2026-02,日向店,64,1円P,272,997,27.3,65322,485842,13.4,14211905,83591489,17.0,-13.8,-10.3,-12.1,過剰,高
2026-02,日向店,64,1円未満P,0,997,0.0,0,485842,0.0,0,83591489,0.0,0.0,0.0,0.0,適正,低
2026-02,日向店,64,20円超S,374,997,37.5,241251,485842,49.7,36867203,83591489,44.1,12.1,6.6,9.4,不足,高
2026-02,日向店,64,5円S,36,997,3.6,11989,485842,2.5,2576763,83591489,3.1,-1.1,-0.5,-0.8,適正,低
2026-02,日向店,64,5円未満S,0,997,0.0,0,485842,0.0,0,83591489,0.0,0.0,0.0,0.0,適正,低
2026-02,都城店,65,4円超P,250,1037,24.1,78190,363408,21.5,18618240,63707411,29.2,-2.6,5.1,1.3,要確認,中
2026-02,都城店,65,1円P,273,1037,26.3,48697,363408,13.4,10643550,63707411,16.7,-12.9,-9.6,-11.3,過剰,高
2026-02,都城店,65,1円未満P,0,1037,0.0,0,363408,0.0,0,63707411,0.0,0.0,0.0,0.0,適正,低
2026-02,都城店,65,20円超S,440,1037,42.4,213340,363408,58.7,29393123,63707411,46.1,16.3,3.7,10.0,不足,高
2026-02,都城店,65,5円S,74,1037,7.1,23182,363408,6.4,5052498,63707411,7.9,-0.8,0.8,0.0,適正,低
2026-02,都城店,65,5円未満S,0,1037,0.0,0,363408,0.0,0,63707411,0.0,0.0,0.0,0.0,適正,低
2026-02,大淀店,66,4円超P,395,1334,29.6,259993,760057,34.2,47102340,91175128,51.7,4.6,22.1,13.3,不足,高
2026-02,大淀店,66,1円P,311,1334,23.3,82951,760057,10.9,16622649,91175128,18.2,-12.4,-5.1,-8.7,過剰,高
2026-02,大淀店,66,1円未満P,0,1334,0.0,0,760057,0.0,0,91175128,0.0,0.0,0.0,0.0,適正,低
2026-02,大淀店,66,20円超S,551,1334,41.3,387441,760057,51.0,22396897,91175128,24.6,9.7,-16.7,-3.5,要確認,高
2026-02,大淀店,66,5円S,78,1334,5.8,29671,760057,3.9,5053242,91175128,5.5,-1.9,-0.3,-1.1,適正,低
2026-02,大淀店,66,5円未満S,0,1334,0.0,0,760057,0.0,0,91175128,0.0,0.0,0.0,0.0,適正,低
2026-02,延岡店,67,4円超P,349,995,35.1,266017,608132,43.7,52608664,104035345,50.6,8.7,15.5,12.1,不足,高
2026-02,延岡店,67,1円P,212,995,21.3,53355,608132,8.8,10042798,104035345,9.7,-12.5,-11.7,-12.1,過剰,高
2026-02,延岡店,67,1円未満P,0,995,0.0,0,608132,0.0,0,104035345,0.0,0.0,0.0,0.0,適正,低
2026-02,延岡店,67,20円超S,393,995,39.5,273223,608132,44.9,37738471,104035345,36.3,5.4,-3.2,1.1,要確認,中
2026-02,延岡店,67,5円S,42,995,4.2,15538,608132,2.6,3645412,104035345,3.5,-1.7,-0.7,-1.2,適正,低
2026-02,延岡店,67,5円未満S,0,995,0.0,0,608132,0.0,0,104035345,0.0,0.0,0.0,0.0,適正,低
2026-02,松橋インター店,68,4円超P,256,830,30.8,95995,387381,24.8,21463500,55524748,38.7,-6.1,7.8,0.9,要確認,高
2026-02,松橋インター店,68,1円P,172,830,20.7,31281,387381,8.1,6058800,55524748,10.9,-12.6,-9.8,-11.2,過剰,高
2026-02,松橋インター店,68,1円未満P,0,830,0.0,0,387381,0.0,0,55524748,0.0,0.0,0.0,0.0,適正,低
2026-02,松橋インター店,68,20円超S,338,830,40.7,238594,387381,61.6,25171392,55524748,45.3,20.9,4.6,12.7,不足,高
2026-02,松橋インター店,68,5円S,64,830,7.7,21511,387381,5.6,2831056,55524748,5.1,-2.2,-2.6,-2.4,適正,低
2026-02,松橋インター店,68,5円未満S,0,830,0.0,0,387381,0.0,0,55524748,0.0,0.0,0.0,0.0,適正,低
2026-02,八代店,69,4円超P,281,998,28.2,173160,608587,28.5,31296800,79557958,39.3,0.3,11.2,5.7,要確認,高
2026-02,八代店,69,1円P,240,998,24.0,60284,608587,9.9,9990700,79557958,12.6,-14.1,-11.5,-12.8,過剰,高
2026-02,八代店,69,1円未満P,0,998,0.0,0,608587,0.0,0,79557958,0.0,0.0,0.0,0.0,適正,低
2026-02,八代店,69,20円超S,437,998,43.8,360733,608587,59.3,36547759,79557958,45.9,15.5,2.2,8.8,要確認,高
2026-02,八代店,69,5円S,41,998,4.1,14411,608587,2.4,1722699,79557958,2.2,-1.7,-1.9,-1.8,適正,低
2026-02,八代店,69,5円未満S,0,998,0.0,0,608587,0.0,0,79557958,0.0,0.0,0.0,0.0,適正,低
2026-03,沼田店,2,4円超P,220,770,28.6,129709,470618,27.6,29001120,88854295,32.6,-1.0,4.1,1.5,要確認,中
2026-03,沼田店,2,1円P,282,770,36.6,75019,470618,15.9,17544921,88854295,19.7,-20.7,-16.9,-18.8,過剰,高
2026-03,沼田店,2,1円未満P,0,770,0.0,0,470618,0.0,0,88854295,0.0,0.0,0.0,0.0,適正,低
2026-03,沼田店,2,20円超S,228,770,29.6,248584,470618,52.8,40368716,88854295,45.4,23.2,15.8,19.5,不足,高
2026-03,沼田店,2,5円S,41,770,5.3,17307,470618,3.7,1939538,88854295,2.2,-1.6,-3.1,-2.4,要確認,中
2026-03,沼田店,2,5円未満S,0,770,0.0,0,470618,0.0,0,88854295,0.0,0.0,0.0,0.0,適正,低
2026-03,渋川インター店,3,4円超P,250,711,35.2,138090,465674,29.7,22744864,69711825,32.6,-5.5,-2.5,-4.0,要確認,中
2026-03,渋川インター店,3,1円P,124,711,17.4,37858,465674,8.1,8694739,69711825,12.5,-9.3,-5.0,-7.1,過剰,高
2026-03,渋川インター店,3,1円未満P,18,711,2.5,2569,465674,0.6,634572,69711825,0.9,-2.0,-1.6,-1.8,適正,低
2026-03,渋川インター店,3,20円超S,283,711,39.8,272224,465674,58.5,36591305,69711825,52.5,18.7,12.7,15.7,不足,高
2026-03,渋川インター店,3,5円S,35,711,4.9,14933,465674,3.2,1046345,69711825,1.5,-1.7,-3.4,-2.6,要確認,中
2026-03,渋川インター店,3,5円未満S,0,711,0.0,0,465674,0.0,0,69711825,0.0,0.0,0.0,0.0,適正,低
2026-03,中之条店,4,4円超P,129,457,28.2,39993,166894,24.0,8607628,27682424,31.1,-4.3,2.9,-0.7,要確認,中
2026-03,中之条店,4,1円P,129,457,28.2,24863,166894,14.9,5312554,27682424,19.2,-13.3,-9.0,-11.2,過剰,高
2026-03,中之条店,4,1円未満P,25,457,5.5,1731,166894,1.0,431141,27682424,1.6,-4.4,-3.9,-4.2,過剰,中
2026-03,中之条店,4,20円超S,150,457,32.8,91097,166894,54.6,11941959,27682424,43.1,21.8,10.3,16.0,不足,高
2026-03,中之条店,4,5円S,24,457,5.3,9211,166894,5.5,1389142,27682424,5.0,0.3,-0.2,0.0,適正,低
2026-03,中之条店,4,5円未満S,0,457,0.0,0,166894,0.0,0,27682424,0.0,0.0,0.0,0.0,適正,低
2026-03,前橋若宮店,5,4円超P,270,598,45.2,185085,455528,40.6,34959816,74575446,46.9,-4.5,1.7,-1.4,要確認,中
2026-03,前橋若宮店,5,1円P,117,598,19.6,45965,455528,10.1,8076842,74575446,10.8,-9.5,-8.7,-9.1,過剰,高
2026-03,前橋若宮店,5,1円未満P,0,598,0.0,0,455528,0.0,0,74575446,0.0,0.0,0.0,0.0,適正,低
2026-03,前橋若宮店,5,20円超S,195,598,32.6,218266,455528,47.9,30223171,74575446,40.5,15.3,7.9,11.6,不足,高
2026-03,前橋若宮店,5,5円S,17,598,2.8,6214,455528,1.4,1315617,74575446,1.8,-1.5,-1.1,-1.3,適正,低
2026-03,前橋若宮店,5,5円未満S,0,598,0.0,0,455528,0.0,0,74575446,0.0,0.0,0.0,0.0,適正,低
2026-03,前橋大利根店,6,4円超P,332,1205,27.6,163228,718427,22.7,28329916,112383976,25.2,-4.8,-2.3,-3.6,要確認,中
2026-03,前橋大利根店,6,1円P,233,1205,19.3,66686,718427,9.3,14025756,112383976,12.5,-10.1,-6.9,-8.5,過剰,高
2026-03,前橋大利根店,6,1円未満P,72,1205,6.0,8781,718427,1.2,2293108,112383976,2.0,-4.8,-3.9,-4.3,過剰,中
2026-03,前橋大利根店,6,20円超S,492,1205,40.8,446091,718427,62.1,61953325,112383976,55.1,21.3,14.3,17.8,不足,高
2026-03,前橋大利根店,6,5円S,76,1205,6.3,33642,718427,4.7,5781871,112383976,5.1,-1.6,-1.2,-1.4,適正,低
2026-03,前橋大利根店,6,5円未満S,0,1205,0.0,0,718427,0.0,0,112383976,0.0,0.0,0.0,0.0,適正,低
2026-03,ガーデン前橋店,7,4円超P,353,1097,32.2,225639,714603,31.6,42744384,101369308,42.2,-0.6,10.0,4.7,要確認,高
2026-03,ガーデン前橋店,7,1円P,248,1097,22.6,60421,714603,8.5,11769408,101369308,11.6,-14.2,-11.0,-12.6,過剰,高
2026-03,ガーデン前橋店,7,1円未満P,27,1097,2.5,615,714603,0.1,121143,101369308,0.1,-2.4,-2.3,-2.4,適正,低
2026-03,ガーデン前橋店,7,20円超S,418,1097,38.1,399536,714603,55.9,43179717,101369308,42.6,17.8,4.5,11.1,不足,高
2026-03,ガーデン前橋店,7,5円S,70,1097,6.4,28394,714603,4.0,3554656,101369308,3.5,-2.4,-2.9,-2.6,適正,低
2026-03,ガーデン前橋店,7,5円未満S,0,1097,0.0,0,714603,0.0,0,101369308,0.0,0.0,0.0,0.0,適正,低
2026-03,富岡店,8,4円超P,251,712,35.3,146726,428413,34.2,28404724,70568402,40.3,-1.0,5.0,2.0,要確認,中
2026-03,富岡店,8,1円P,178,712,25.0,54932,428413,12.8,10377377,70568402,14.7,-12.2,-10.3,-11.2,過剰,高
2026-03,富岡店,8,1円未満P,0,712,0.0,0,428413,0.0,0,70568402,0.0,0.0,0.0,0.0,適正,低
2026-03,富岡店,8,20円超S,247,712,34.7,216613,428413,50.6,30698523,70568402,43.5,15.9,8.8,12.3,不足,高
2026-03,富岡店,8,5円S,35,712,4.9,10142,428413,2.4,1087778,70568402,1.5,-2.5,-3.4,-3.0,要確認,中
2026-03,富岡店,8,5円未満S,0,712,0.0,0,428413,0.0,0,70568402,0.0,0.0,0.0,0.0,適正,低
2026-03,安中店,9,4円超P,254,794,32.0,118772,419632,28.3,23242832,68377003,34.0,-3.7,2.0,-0.8,要確認,中
2026-03,安中店,9,1円P,202,794,25.4,53074,419632,12.6,9350706,68377003,13.7,-12.8,-11.8,-12.3,過剰,高
2026-03,安中店,9,1円未満P,0,794,0.0,0,419632,0.0,0,68377003,0.0,0.0,0.0,0.0,適正,低
2026-03,安中店,9,20円超S,239,794,30.1,217325,419632,51.8,30848045,68377003,45.1,21.7,15.0,18.4,不足,高
2026-03,安中店,9,5円S,99,794,12.5,30462,419632,7.3,4935420,68377003,7.2,-5.2,-5.3,-5.2,過剰,中
2026-03,安中店,9,5円未満S,0,794,0.0,0,419632,0.0,0,68377003,0.0,0.0,0.0,0.0,適正,低
2026-03,高崎本店,10,4円超P,370,998,37.1,384334,1070110,35.9,48925200,123213447,39.7,-1.2,2.6,0.7,適正,低
2026-03,高崎本店,10,1円P,132,998,13.2,58021,1070110,5.4,10142100,123213447,8.2,-7.8,-5.0,-6.4,過剰,高
2026-03,高崎本店,10,1円未満P,0,998,0.0,0,1070110,0.0,0,123213447,0.0,0.0,0.0,0.0,適正,低
2026-03,高崎本店,10,20円超S,447,998,44.8,602180,1070110,56.3,60972847,123213447,49.5,11.5,4.7,8.1,不足,高
2026-03,高崎本店,10,5円S,49,998,4.9,25576,1070110,2.4,3173300,123213447,2.6,-2.5,-2.3,-2.4,適正,低
2026-03,高崎本店,10,5円未満S,0,998,0.0,0,1070110,0.0,0,123213447,0.0,0.0,0.0,0.0,適正,低
2026-03,倉賀野店,11,4円超P,275,975,28.2,91604,514523,17.8,15123040,76612520,19.7,-10.4,-8.5,-9.4,過剰,高
2026-03,倉賀野店,11,1円P,267,975,27.4,61949,514523,12.0,10763777,76612520,14.0,-15.3,-13.3,-14.3,過剰,高
2026-03,倉賀野店,11,1円未満P,36,975,3.7,808,514523,0.2,197096,76612520,0.3,-3.5,-3.4,-3.5,過剰,中
2026-03,倉賀野店,11,20円超S,334,975,34.3,328690,514523,63.9,46168302,76612520,60.3,29.6,26.0,27.8,不足,高
2026-03,倉賀野店,11,5円S,53,975,5.4,21270,514523,4.1,3071411,76612520,4.0,-1.3,-1.4,-1.4,適正,低
2026-03,倉賀野店,11,5円未満S,36,975,3.7,10202,514523,2.0,1288894,76612520,1.7,-1.7,-2.0,-1.9,適正,低
2026-03,金古店,12,4円超P,376,998,37.7,231470,687955,33.6,42958656,106751570,40.2,-4.0,2.6,-0.7,要確認,中
2026-03,金古店,12,1円P,208,998,20.8,66733,687955,9.7,13322500,106751570,12.5,-11.1,-8.4,-9.8,過剰,高
2026-03,金古店,12,1円未満P,0,998,0.0,0,687955,0.0,0,106751570,0.0,0.0,0.0,0.0,適正,低
2026-03,金古店,12,20円超S,367,998,36.8,369097,687955,53.7,47222063,106751570,44.2,16.9,7.5,12.2,不足,高
2026-03,金古店,12,5円S,48,998,4.8,20656,687955,3.0,3248351,106751570,3.0,-1.8,-1.8,-1.8,適正,低
2026-03,金古店,12,5円未満S,0,998,0.0,0,687955,0.0,0,106751570,0.0,0.0,0.0,0.0,適正,低
2026-03,伊勢崎店,13,4円超P,194,819,23.7,75890,391780,19.4,15450580,54821639,28.2,-4.3,4.5,0.1,要確認,中
2026-03,伊勢崎店,13,1円P,193,819,23.6,41870,391780,10.7,6563850,54821639,12.0,-12.9,-11.6,-12.2,過剰,高
2026-03,伊勢崎店,13,1円未満P,32,819,3.9,518,391780,0.1,60510,54821639,0.1,-3.8,-3.8,-3.8,過剰,中
2026-03,伊勢崎店,13,20円超S,339,819,41.4,244287,391780,62.4,27849654,54821639,50.8,21.0,9.4,15.2,不足,高
2026-03,伊勢崎店,13,5円S,77,819,9.4,29216,391780,7.5,4897045,54821639,8.9,-1.9,-0.5,-1.2,適正,低
2026-03,伊勢崎店,13,5円未満S,0,819,0.0,0,391780,0.0,0,54821639,0.0,0.0,0.0,0.0,適正,低
2026-03,大間々店,14,4円超P,292,992,29.4,152110,592558,25.7,31368388,89814338,34.9,-3.8,5.5,0.9,要確認,中
2026-03,大間々店,14,1円P,241,992,24.3,72881,592558,12.3,14028365,89814338,15.6,-12.0,-8.7,-10.3,過剰,高
2026-03,大間々店,14,1円未満P,0,992,0.0,0,592558,0.0,0,89814338,0.0,0.0,0.0,0.0,適正,低
2026-03,大間々店,14,20円超S,376,992,37.9,335649,592558,56.6,39414089,89814338,43.9,18.7,6.0,12.4,不足,高
2026-03,大間々店,14,5円S,83,992,8.4,31919,592558,5.4,5003496,89814338,5.6,-3.0,-2.8,-2.9,適正,低
2026-03,大間々店,14,5円未満S,0,992,0.0,0,592558,0.0,0,89814338,0.0,0.0,0.0,0.0,適正,低
2026-03,館林店,15,4円超P,237,878,27.0,134479,495540,27.1,23632688,71508722,33.0,0.1,6.1,3.1,要確認,高
2026-03,館林店,15,1円P,195,878,22.2,49041,495540,9.9,11420741,71508722,16.0,-12.3,-6.2,-9.3,過剰,高
2026-03,館林店,15,1円未満P,0,878,0.0,0,495540,0.0,0,71508722,0.0,0.0,0.0,0.0,適正,低
2026-03,館林店,15,20円超S,387,878,44.1,291859,495540,58.9,34164978,71508722,47.8,14.8,3.7,9.3,不足,高
2026-03,館林店,15,5円S,59,878,6.7,20161,495540,4.1,2290315,71508722,3.2,-2.7,-3.5,-3.1,要確認,中
2026-03,館林店,15,5円未満S,0,878,0.0,0,495540,0.0,0,71508722,0.0,0.0,0.0,0.0,適正,低
2026-03,太田矢島店,16,4円超P,220,818,26.9,159714,578556,27.6,26222100,83923541,31.2,0.7,4.4,2.5,要確認,中
2026-03,太田矢島店,16,1円P,212,818,25.9,68405,578556,11.8,15273444,83923541,18.2,-14.1,-7.7,-10.9,過剰,高
2026-03,太田矢島店,16,1円未満P,0,818,0.0,0,578556,0.0,0,83923541,0.0,0.0,0.0,0.0,適正,低
2026-03,太田矢島店,16,20円超S,344,818,42.1,331434,578556,57.3,39314308,83923541,46.8,15.2,4.8,10.0,不足,高
2026-03,太田矢島店,16,5円S,42,818,5.1,19004,578556,3.3,3113689,83923541,3.7,-1.8,-1.4,-1.6,適正,低
2026-03,太田矢島店,16,5円未満S,0,818,0.0,0,578556,0.0,0,83923541,0.0,0.0,0.0,0.0,適正,低
2026-03,太田店,17,4円超P,306,1296,23.6,182412,789073,23.1,25182240,69818955,36.1,-0.5,12.5,6.0,要確認,高
2026-03,太田店,17,1円P,266,1296,20.5,76470,789073,9.7,14464822,69818955,20.7,-10.8,0.2,-5.3,要確認,高
2026-03,太田店,17,1円未満P,69,1296,5.3,6043,789073,0.8,1592153,69818955,2.3,-4.6,-3.0,-3.8,過剰,中
2026-03,太田店,17,20円超S,564,1296,43.5,489834,789073,62.1,24362047,69818955,34.9,18.6,-8.6,5.0,要確認,高
2026-03,太田店,17,5円S,90,1296,6.9,34314,789073,4.3,4217693,69818955,6.0,-2.6,-0.9,-1.7,適正,低
2026-03,太田店,17,5円未満S,0,1296,0.0,0,789073,0.0,0,69818955,0.0,0.0,0.0,0.0,適正,低
2026-03,上越店,18,4円超P,359,1355,26.5,103739,576267,18.0,22720798,96815320,23.5,-8.5,-3.0,-5.8,過剰,高
2026-03,上越店,18,1円P,238,1355,17.6,48935,576267,8.5,10558891,96815320,10.9,-9.1,-6.7,-7.9,過剰,高
2026-03,上越店,18,1円未満P,79,1355,5.8,5816,576267,1.0,1680479,96815320,1.7,-4.8,-4.1,-4.5,過剰,中
2026-03,上越店,18,20円超S,600,1355,44.3,388450,576267,67.4,56418202,96815320,58.3,23.1,14.0,18.6,不足,高
2026-03,上越店,18,5円S,79,1355,5.8,29327,576267,5.1,5436950,96815320,5.6,-0.7,-0.2,-0.5,適正,低
2026-03,上越店,18,5円未満S,0,1355,0.0,0,576267,0.0,0,96815320,0.0,0.0,0.0,0.0,適正,低
2026-03,上田店,19,4円超P,277,842,32.9,191275,483444,39.6,18683520,29426574,63.5,6.7,30.6,18.6,不足,高
2026-03,上田店,19,1円P,157,842,18.6,44499,483444,9.2,5522194,29426574,18.8,-9.4,0.1,-4.7,要確認,高
2026-03,上田店,19,1円未満P,0,842,0.0,0,483444,0.0,0,29426574,0.0,0.0,0.0,0.0,適正,低
2026-03,上田店,19,20円超S,381,842,45.2,240001,483444,49.6,3790840,29426574,12.9,4.4,-32.4,-14.0,要確認,高
2026-03,上田店,19,5円S,26,842,3.1,7670,483444,1.6,1430020,29426574,4.9,-1.5,1.8,0.1,適正,低
2026-03,上田店,19,5円未満S,0,842,0.0,0,483444,0.0,0,29426574,0.0,0.0,0.0,0.0,適正,低
2026-03,S熊谷店,20,4円超P,321,1029,31.2,315356,930311,33.9,50628980,133857153,37.8,2.7,6.6,4.7,要確認,高
2026-03,S熊谷店,20,1円P,240,1029,23.3,92736,930311,10.0,17658716,133857153,13.2,-13.4,-10.1,-11.7,過剰,高
2026-03,S熊谷店,20,1円未満P,0,1029,0.0,0,930311,0.0,0,133857153,0.0,0.0,0.0,0.0,適正,低
2026-03,S熊谷店,20,20円超S,419,1029,40.7,499260,930311,53.7,62170390,133857153,46.4,12.9,5.7,9.3,不足,高
2026-03,S熊谷店,20,5円S,49,1029,4.8,22960,930311,2.5,3399067,133857153,2.5,-2.3,-2.2,-2.3,適正,低
2026-03,S熊谷店,20,5円未満S,0,1029,0.0,0,930311,0.0,0,133857153,0.0,0.0,0.0,0.0,適正,低
2026-03,S鴻巣店,21,4円超P,301,1050,28.7,205323,686248,29.9,30605692,81119333,37.7,1.3,9.1,5.2,要確認,高
2026-03,S鴻巣店,21,1円P,222,1050,21.1,51847,686248,7.6,9039513,81119333,11.1,-13.6,-10.0,-11.8,過剰,高
2026-03,S鴻巣店,21,1円未満P,0,1050,0.0,0,686248,0.0,0,81119333,0.0,0.0,0.0,0.0,適正,低
2026-03,S鴻巣店,21,20円超S,455,1050,43.3,400160,686248,58.3,36877979,81119333,45.5,15.0,2.1,8.6,要確認,高
2026-03,S鴻巣店,21,5円S,73,1050,7.0,28919,686248,4.2,4596149,81119333,5.7,-2.7,-1.3,-2.0,適正,低
2026-03,S鴻巣店,21,5円未満S,0,1050,0.0,0,686248,0.0,0,81119333,0.0,0.0,0.0,0.0,適正,低
2026-03,S上里店,22,4円超P,280,997,28.1,143610,566386,25.4,27909188,83322256,33.5,-2.7,5.4,1.3,要確認,中
2026-03,S上里店,22,1円P,198,997,19.9,51194,566386,9.0,9465032,83322256,11.4,-10.8,-8.5,-9.7,過剰,高
2026-03,S上里店,22,1円未満P,0,997,0.0,0,566386,0.0,0,83322256,0.0,0.0,0.0,0.0,適正,低
2026-03,S上里店,22,20円超S,399,997,40.0,329907,566386,58.2,40672391,83322256,48.8,18.2,8.8,13.5,不足,高
2026-03,S上里店,22,5円S,120,997,12.0,41675,566386,7.4,5275645,83322256,6.3,-4.7,-5.7,-5.2,過剰,中
2026-03,S上里店,22,5円未満S,0,997,0.0,0,566386,0.0,0,83322256,0.0,0.0,0.0,0.0,適正,低
2026-03,入間店,23,4円超P,303,998,30.4,141945,546086,26.0,26187128,78383103,33.4,-4.4,3.0,-0.7,要確認,中
2026-03,入間店,23,1円P,171,998,17.1,44628,546086,8.2,11382863,78383103,14.5,-9.0,-2.6,-5.8,要確認,高
2026-03,入間店,23,1円未満P,0,998,0.0,0,546086,0.0,0,78383103,0.0,0.0,0.0,0.0,適正,低
2026-03,入間店,23,20円超S,436,998,43.7,331821,546086,60.8,37854412,78383103,48.3,17.1,4.6,10.8,不足,高
2026-03,入間店,23,5円S,88,998,8.8,27692,546086,5.1,2958700,78383103,3.8,-3.7,-5.0,-4.4,過剰,中
2026-03,入間店,23,5円未満S,0,998,0.0,0,546086,0.0,0,78383103,0.0,0.0,0.0,0.0,適正,低
2026-03,坂戸店,24,4円超P,316,940,33.6,366462,873652,41.9,63694608,133663672,47.7,8.3,14.0,11.2,不足,高
